SQL_SP_UOW_ALL[FlowName],SQL_SP_UOW_ALL[DateTimeStarted],SQL_SP_UOW_ALL[DateTimeCompleted],SQL_SP_UOW_ALL[Successful],SQL_SP_UOW_ALL[Failed],SQL_SP_UOW_ALL[WasSuccessful],SQL_SP_UOW_ALL[FinalSuccessful],SQL_SP_UOW_ALL[FlowType],SQL_SP_UOW_ALL[UOW_Type],SQL_SP_UOW_ALL[createdbyyominame],SQL_SP_UOW_ALL[statecodename],SQL_SP_UOW_ALL[statuscode],SQL_SP_UOW_ALL[startedon],SQL_SP_UOW_ALL[machinegroupid],SQL_SP_UOW_ALL[machineid],SQL_SP_UOW_ALL[machineidname],SQL_SP_UOW_ALL[machinegroupidname],SQL_SP_UOW_ALL[BOT_Name],SQL_SP_UOW_ALL[DateTimeStarted_DATE_Only],SQL_SP_UOW_ALL[Year],SQL_SP_UOW_ALL[Month],SQL_SP_UOW_ALL[WeekOfYear],SQL_SP_UOW_ALL[YearWeek],[SumSuccessful],[SumFailed],[SumWasSuccessful],[SumFinalSuccessful],[SumYear],[SumMonth],[SumWeekOfYear],[SumYearWeek],[Total_Successful_UOW]
RevLog Submissions,2025-04-17T08:08:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T08:11:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:11:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:11:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:14:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:14:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:14:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:26:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-17T08:26:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-17T08:26:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-17T08:26:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-17T08:26:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-17T08:32:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-17T08:35:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:35:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:35:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-17T08:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-17T08:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-17T08:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-17T08:41:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T08:41:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T08:44:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:44:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:44:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:47:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-17T08:50:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:50:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:50:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:53:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-17T08:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T08:59:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T08:59:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T09:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T09:05:00,,0,0,0,0,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,0,0,0,0,2025,4,16,202516,0
RevLog Submissions,2025-04-17T09:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T09:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T09:08:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-17T09:11:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T09:11:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T09:14:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T09:14:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T09:14:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T09:17:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T09:17:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T09:20:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T09:20:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T09:20:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T09:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-17T09:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-17T09:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-17T09:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-17T09:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-17T09:29:00,,0,0,0,0,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,0,0,0,0,2025,4,16,202516,0
RevLog Submissions,2025-04-17T09:32:00,,0,0,0,0,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,0,0,0,0,2025,4,16,202516,0
RevLog Submissions,2025-04-17T09:32:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-17T09:35:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-17T09:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T09:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T09:41:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T09:41:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T09:41:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T09:44:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T09:44:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T09:50:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T09:50:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T09:50:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T09:53:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T09:53:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T09:53:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T09:59:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-17T10:02:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-17T10:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T10:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T10:08:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-17T10:17:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T10:17:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T10:26:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-17T10:35:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T10:35:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T10:44:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-17T10:47:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-17T10:53:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-17T10:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-17T10:59:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-17T11:02:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-17T11:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T11:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T11:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T11:08:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-17T11:14:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T11:14:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T11:17:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T11:17:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T11:20:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-17T11:20:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-17T11:20:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-17T11:20:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-17T11:20:00,,0,0,0,0,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,0,0,0,0,2025,4,16,202516,0
RevLog Submissions,2025-04-17T11:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T11:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T11:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T11:29:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T11:29:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T11:32:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T11:32:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T11:35:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T11:35:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T11:35:00,,0,0,0,0,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,0,0,0,0,2025,4,16,202516,0
RevLog Submissions,2025-04-17T11:41:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-17T11:44:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T11:44:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T11:44:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T11:47:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T11:47:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T11:47:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T11:50:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-17T11:53:00,,0,0,0,0,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,0,0,0,0,2025,4,16,202516,0
RevLog Submissions,2025-04-17T11:53:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T11:53:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T11:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T11:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T11:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T11:59:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T11:59:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T11:59:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T12:02:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T12:02:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T12:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T12:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T12:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T12:08:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T12:08:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-17T12:11:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T12:11:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T12:11:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-17T12:14:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-17T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
